financial_year,council_area,sector,main_client_group,percentage_occupancy
2020/21,Orkney Islands,Local Authority/Health Board Sectors,Older People Aged 65 and Older,93
2020/21,Orkney Islands,Private Sector,All Adults,0
2020/21,Orkney Islands,Private Sector,Older People Aged 65 and Older,0
2020/21,Orkney Islands,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2020/21,Perth and Kinross,All Sectors,All Adults,90
2020/21,Perth and Kinross,All Sectors,Learning Disabilities,97
2020/21,Perth and Kinross,All Sectors,Mental Health Problems,0
2020/21,Perth and Kinross,All Sectors,Older People Aged 65 and Older,89
2020/21,Perth and Kinross,All Sectors,Other Groups,0
2020/21,Perth and Kinross,All Sectors,Physical and Sensory Impairment,97
2020/21,Perth and Kinross,Local Authority/Health Board Sectors,All Adults,84
2020/21,Perth and Kinross,Local Authority/Health Board Sectors,Older People Aged 65 and Older,84
2020/21,Perth and Kinross,Private Sector,All Adults,89
2020/21,Perth and Kinross,Private Sector,Older People Aged 65 and Older,88
2020/21,Perth and Kinross,Voluntary or Not for Profit Sector,All Adults,95
2020/21,Perth and Kinross,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,93
2020/21,Renfrewshire,All Sectors,All Adults,78
2020/21,Renfrewshire,All Sectors,Learning Disabilities,74
2020/21,Renfrewshire,All Sectors,Mental Health Problems,0
2020/21,Renfrewshire,All Sectors,Older People Aged 65 and Older,79
2020/21,Renfrewshire,All Sectors,Other Groups,26
2020/21,Renfrewshire,All Sectors,Physical and Sensory Impairment,95
2020/21,Renfrewshire,Local Authority/Health Board Sectors,All Adults,67
2020/21,Renfrewshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,68
2020/21,Renfrewshire,Private Sector,All Adults,75
2020/21,Renfrewshire,Private Sector,Older People Aged 65 and Older,76
2020/21,Renfrewshire,Voluntary or Not for Profit Sector,All Adults,95
2020/21,Renfrewshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,95
2020/21,Scotland,All Sectors,All Adults,82
2020/21,Scotland,All Sectors,Learning Disabilities,84
2020/21,Scotland,All Sectors,Mental Health Problems,88
2020/21,Scotland,All Sectors,Older People Aged 65 and Older,82
2020/21,Scotland,All Sectors,Other Groups,74
2020/21,Scotland,All Sectors,Physical and Sensory Impairment,85
2020/21,Scotland,Local Authority/Health Board Sectors,All Adults,76
2020/21,Scotland,Local Authority/Health Board Sectors,Learning Disabilities,67
2020/21,Scotland,Local Authority/Health Board Sectors,Mental Health Problems,89
2020/21,Scotland,Local Authority/Health Board Sectors,Older People Aged 65 and Older,76
2020/21,Scotland,Local Authority/Health Board Sectors,Other Groups,0
2020/21,Scotland,Private Sector,All Adults,82
2020/21,Scotland,Private Sector,Learning Disabilities,83
2020/21,Scotland,Private Sector,Mental Health Problems,86
2020/21,Scotland,Private Sector,Older People Aged 65 and Older,82
2020/21,Scotland,Private Sector,Other Groups,51
2020/21,Scotland,Voluntary or Not for Profit Sector,All Adults,88
2020/21,Scotland,Voluntary or Not for Profit Sector,Learning Disabilities,88
2020/21,Scotland,Voluntary or Not for Profit Sector,Mental Health Problems,93
2020/21,Scotland,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,87
2020/21,Scotland,Voluntary or Not for Profit Sector,Other Groups,84
2020/21,Scotland,Voluntary or Not for Profit Sector,Physical and Sensory Impairment,92
2020/21,Scottish Borders,All Sectors,All Adults,83
2020/21,Scottish Borders,All Sectors,Learning Disabilities,90
2020/21,Scottish Borders,All Sectors,Mental Health Problems,0
2020/21,Scottish Borders,All Sectors,Older People Aged 65 and Older,82
2020/21,Scottish Borders,All Sectors,Other Groups,0
2020/21,Scottish Borders,All Sectors,Physical and Sensory Impairment,0
2020/21,Scottish Borders,Local Authority/Health Board Sectors,All Adults,72
2020/21,Scottish Borders,Local Authority/Health Board Sectors,Older People Aged 65 and Older,72
2020/21,Scottish Borders,Private Sector,All Adults,85
2020/21,Scottish Borders,Private Sector,Older People Aged 65 and Older,85
2020/21,Scottish Borders,Voluntary or Not for Profit Sector,All Adults,90
2020/21,Scottish Borders,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2020/21,Shetland Islands,All Sectors,All Adults,71
2020/21,Shetland Islands,All Sectors,Mental Health Problems,0
2020/21,Shetland Islands,All Sectors,Older People Aged 65 and Older,74
2020/21,Shetland Islands,All Sectors,Other Groups,0
2020/21,Shetland Islands,All Sectors,Physical and Sensory Impairment,0
2020/21,Shetland Islands,Local Authority/Health Board Sectors,All Adults,68
2020/21,Shetland Islands,Local Authority/Health Board Sectors,Older People Aged 65 and Older,71
2020/21,Shetland Islands,Private Sector,All Adults,0
2020/21,Shetland Islands,Private Sector,Older People Aged 65 and Older,0
2020/21,Shetland Islands,Voluntary or Not for Profit Sector,All Adults,94
2020/21,South Ayrshire,All Sectors,All Adults,80
2020/21,South Ayrshire,All Sectors,Learning Disabilities,75
2020/21,South Ayrshire,All Sectors,Mental Health Problems,0
2020/21,South Ayrshire,All Sectors,Older People Aged 65 and Older,80
2020/21,South Ayrshire,All Sectors,Other Groups,0
2020/21,South Ayrshire,All Sectors,Physical and Sensory Impairment,95
2020/21,South Ayrshire,Local Authority/Health Board Sectors,All Adults,67
2020/21,South Ayrshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,69
2020/21,South Ayrshire,Private Sector,All Adults,81
2020/21,South Ayrshire,Private Sector,Older People Aged 65 and Older,81
2020/21,South Ayrshire,Voluntary or Not for Profit Sector,All Adults,74
2020/21,South Ayrshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,71
2020/21,South Lanarkshire,All Sectors,All Adults,76
2020/21,South Lanarkshire,All Sectors,Learning Disabilities,91
2020/21,South Lanarkshire,All Sectors,Mental Health Problems,92
2020/21,South Lanarkshire,All Sectors,Older People Aged 65 and Older,75
2020/21,South Lanarkshire,All Sectors,Other Groups,86
2020/21,South Lanarkshire,All Sectors,Physical and Sensory Impairment,94
2020/21,South Lanarkshire,Local Authority/Health Board Sectors,All Adults,67
2020/21,South Lanarkshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,67
2020/21,South Lanarkshire,Private Sector,All Adults,75
2020/21,South Lanarkshire,Private Sector,Older People Aged 65 and Older,74
2020/21,South Lanarkshire,Voluntary or Not for Profit Sector,All Adults,92
2020/21,South Lanarkshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,92
2020/21,Stirling,All Sectors,All Adults,77
2020/21,Stirling,All Sectors,Learning Disabilities,85
2020/21,Stirling,All Sectors,Mental Health Problems,93
2020/21,Stirling,All Sectors,Older People Aged 65 and Older,74
2020/21,Stirling,All Sectors,Other Groups,0
2020/21,Stirling,All Sectors,Physical and Sensory Impairment,65
2020/21,Stirling,Local Authority/Health Board Sectors,All Adults,59
2020/21,Stirling,Local Authority/Health Board Sectors,Older People Aged 65 and Older,59
2020/21,Stirling,Private Sector,All Adults,77
2020/21,Stirling,Private Sector,Older People Aged 65 and Older,75
2020/21,Stirling,Voluntary or Not for Profit Sector,All Adults,90
2020/21,Stirling,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,87
2020/21,West Dunbartonshire,All Sectors,All Adults,71
2020/21,West Dunbartonshire,All Sectors,Learning Disabilities,100
2020/21,West Dunbartonshire,All Sectors,Older People Aged 65 and Older,74
2020/21,West Dunbartonshire,All Sectors,Other Groups,0
2020/21,West Dunbartonshire,All Sectors,Physical and Sensory Impairment,0
2020/21,West Dunbartonshire,Local Authority/Health Board Sectors,All Adults,68
2020/21,West Dunbartonshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,68
2020/21,West Dunbartonshire,Private Sector,All Adults,72
2020/21,West Dunbartonshire,Private Sector,Older People Aged 65 and Older,76
2020/21,West Dunbartonshire,Voluntary or Not for Profit Sector,All Adults,100
2020/21,West Dunbartonshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2020/21,West Lothian,All Sectors,All Adults,88
2020/21,West Lothian,All Sectors,Learning Disabilities,84
2020/21,West Lothian,All Sectors,Mental Health Problems,0
2020/21,West Lothian,All Sectors,Older People Aged 65 and Older,88
2020/21,West Lothian,All Sectors,Other Groups,0
2020/21,West Lothian,All Sectors,Physical and Sensory Impairment,95
2020/21,West Lothian,Local Authority/Health Board Sectors,All Adults,78
2020/21,West Lothian,Local Authority/Health Board Sectors,Older People Aged 65 and Older,81
2020/21,West Lothian,Private Sector,All Adults,90
2020/21,West Lothian,Private Sector,Older People Aged 65 and Older,90
2020/21,West Lothian,Voluntary or Not for Profit Sector,All Adults,93
2020/21,West Lothian,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2021/22,Aberdeen City,All Sectors,All Adults,88
2021/22,Aberdeen City,All Sectors,Learning Disabilities,86
2021/22,Aberdeen City,All Sectors,Mental Health Problems,86
2021/22,Aberdeen City,All Sectors,Older People Aged 65 and Older,88
2021/22,Aberdeen City,All Sectors,Other Groups,87
2021/22,Aberdeen City,All Sectors,Physical and Sensory Impairment,86
2021/22,Aberdeen City,Local Authority/Health Board Sectors,All Adults,0
2021/22,Aberdeen City,Local Authority/Health Board Sectors,Older People Aged 65 and Older,0
2021/22,Aberdeen City,Private Sector,All Adults,86
2021/22,Aberdeen City,Private Sector,Older People Aged 65 and Older,86
2021/22,Aberdeen City,Voluntary or Not for Profit Sector,All Adults,92
2021/22,Aberdeen City,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,99
2021/22,Aberdeenshire,All Sectors,All Adults,87
2021/22,Aberdeenshire,All Sectors,Learning Disabilities,94
2021/22,Aberdeenshire,All Sectors,Mental Health Problems,100
2021/22,Aberdeenshire,All Sectors,Older People Aged 65 and Older,87
2021/22,Aberdeenshire,All Sectors,Other Groups,0
2021/22,Aberdeenshire,All Sectors,Physical and Sensory Impairment,0
2021/22,Aberdeenshire,Local Authority/Health Board Sectors,All Adults,73
2021/22,Aberdeenshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,72
2021/22,Aberdeenshire,Private Sector,All Adults,90
2021/22,Aberdeenshire,Private Sector,Older People Aged 65 and Older,90
2021/22,Aberdeenshire,Voluntary or Not for Profit Sector,All Adults,95
2021/22,Aberdeenshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,94
2021/22,Angus,All Sectors,All Adults,91
2021/22,Angus,All Sectors,Learning Disabilities,74
2021/22,Angus,All Sectors,Mental Health Problems,0
2021/22,Angus,All Sectors,Older People Aged 65 and Older,91
2021/22,Angus,All Sectors,Other Groups,0
2021/22,Angus,All Sectors,Physical and Sensory Impairment,0
2021/22,Angus,Local Authority/Health Board Sectors,All Adults,80
2021/22,Angus,Local Authority/Health Board Sectors,Older People Aged 65 and Older,82
2021/22,Angus,Private Sector,All Adults,92
2021/22,Angus,Private Sector,Older People Aged 65 and Older,92
2021/22,Angus,Voluntary or Not for Profit Sector,All Adults,97
2021/22,Angus,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,97
2021/22,Argyll and Bute,All Sectors,All Adults,74
2021/22,Argyll and Bute,All Sectors,Learning Disabilities,100
2021/22,Argyll and Bute,All Sectors,Mental Health Problems,0
2021/22,Argyll and Bute,All Sectors,Older People Aged 65 and Older,73
2021/22,Argyll and Bute,All Sectors,Other Groups,0
2021/22,Argyll and Bute,All Sectors,Physical and Sensory Impairment,0
2021/22,Argyll and Bute,Local Authority/Health Board Sectors,All Adults,74
2021/22,Argyll and Bute,Local Authority/Health Board Sectors,Older People Aged 65 and Older,74
2021/22,Argyll and Bute,Private Sector,All Adults,73
2021/22,Argyll and Bute,Private Sector,Older People Aged 65 and Older,73
2021/22,Argyll and Bute,Voluntary or Not for Profit Sector,All Adults,0
2021/22,Argyll and Bute,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2021/22,City of Edinburgh,All Sectors,All Adults,80
2021/22,City of Edinburgh,All Sectors,Learning Disabilities,70
2021/22,City of Edinburgh,All Sectors,Older People Aged 65 and Older,80
2021/22,City of Edinburgh,All Sectors,Other Groups,65
2021/22,City of Edinburgh,All Sectors,Physical and Sensory Impairment,100
2021/22,City of Edinburgh,Local Authority/Health Board Sectors,All Adults,70
2021/22,City of Edinburgh,Local Authority/Health Board Sectors,Older People Aged 65 and Older,74
2021/22,City of Edinburgh,Private Sector,All Adults,80
2021/22,City of Edinburgh,Private Sector,Older People Aged 65 and Older,80
2021/22,City of Edinburgh,Voluntary or Not for Profit Sector,All Adults,85
2021/22,City of Edinburgh,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,84
2021/22,Clackmannanshire,All Sectors,All Adults,83
2021/22,Clackmannanshire,All Sectors,Learning Disabilities,84
2021/22,Clackmannanshire,All Sectors,Mental Health Problems,93
2021/22,Clackmannanshire,All Sectors,Older People Aged 65 and Older,83
2021/22,Clackmannanshire,All Sectors,Other Groups,0
2021/22,Clackmannanshire,All Sectors,Physical and Sensory Impairment,73
2021/22,Clackmannanshire,Local Authority/Health Board Sectors,All Adults,81
2021/22,Clackmannanshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,81
2021/22,Clackmannanshire,Private Sector,All Adults,83
2021/22,Clackmannanshire,Private Sector,Older People Aged 65 and Older,84
2021/22,Clackmannanshire,Voluntary or Not for Profit Sector,All Adults,87
2021/22,Clackmannanshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2021/22,Dumfries and Galloway,All Sectors,All Adults,84
2021/22,Dumfries and Galloway,All Sectors,Learning Disabilities,100
2021/22,Dumfries and Galloway,All Sectors,Mental Health Problems,92
2021/22,Dumfries and Galloway,All Sectors,Older People Aged 65 and Older,82
2021/22,Dumfries and Galloway,All Sectors,Other Groups,0
2021/22,Dumfries and Galloway,Local Authority/Health Board Sectors,Older People Aged 65 and Older,0
2021/22,Dumfries and Galloway,Private Sector,All Adults,83
2021/22,Dumfries and Galloway,Private Sector,Older People Aged 65 and Older,82
2021/22,Dumfries and Galloway,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2021/22,Dundee City,All Sectors,All Adults,84
2021/22,Dundee City,All Sectors,Learning Disabilities,80
2021/22,Dundee City,All Sectors,Mental Health Problems,0
2021/22,Dundee City,All Sectors,Older People Aged 65 and Older,85
2021/22,Dundee City,All Sectors,Other Groups,74
2021/22,Dundee City,Local Authority/Health Board Sectors,All Adults,73
2021/22,Dundee City,Local Authority/Health Board Sectors,Older People Aged 65 and Older,78
2021/22,Dundee City,Private Sector,All Adults,85
2021/22,Dundee City,Private Sector,Older People Aged 65 and Older,85
2021/22,Dundee City,Voluntary or Not for Profit Sector,All Adults,92
2021/22,Dundee City,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,96
2021/22,East Ayrshire,All Sectors,All Adults,84
2021/22,East Ayrshire,All Sectors,Learning Disabilities,93
2021/22,East Ayrshire,All Sectors,Mental Health Problems,25
2021/22,East Ayrshire,All Sectors,Older People Aged 65 and Older,85
2021/22,East Ayrshire,All Sectors,Other Groups,0
2021/22,East Ayrshire,All Sectors,Physical and Sensory Impairment,100
2021/22,East Ayrshire,Voluntary or Not for Profit Sector,All Adults,0
2021/22,East Ayrshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2021/22,East Dunbartonshire,All Sectors,All Adults,79
2021/22,East Dunbartonshire,All Sectors,Learning Disabilities,71
2021/22,East Dunbartonshire,All Sectors,Older People Aged 65 and Older,80
2021/22,East Dunbartonshire,All Sectors,Other Groups,0
2021/22,East Dunbartonshire,All Sectors,Physical and Sensory Impairment,0
2021/22,East Dunbartonshire,Local Authority/Health Board Sectors,All Adults,91
2021/22,East Dunbartonshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,0
2021/22,East Dunbartonshire,Private Sector,All Adults,79
2021/22,East Dunbartonshire,Private Sector,Older People Aged 65 and Older,80
2021/22,East Dunbartonshire,Voluntary or Not for Profit Sector,All Adults,100
2021/22,East Dunbartonshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2021/22,East Lothian,All Sectors,All Adults,80
2021/22,East Lothian,All Sectors,Learning Disabilities,100
2021/22,East Lothian,All Sectors,Mental Health Problems,0
2021/22,East Lothian,All Sectors,Older People Aged 65 and Older,79
