date,council_area_2019,main_client_group,sector,percentage_occupancy,council_area,financial_year
2022-03-31,S12000005,All Adults,Private Sector,83,Clackmannanshire,2021/22
2022-03-31,S12000005,All Adults,Voluntary or Not for Profit Sector,87,Clackmannanshire,2021/22
2022-03-31,S12000006,All Adults,All Sectors,84,Dumfries and Galloway,2021/22
2022-03-31,S12000006,All Adults,Private Sector,83,Dumfries and Galloway,2021/22
2022-03-31,S12000008,All Adults,All Sectors,84,East Ayrshire,2021/22
2022-03-31,S12000008,All Adults,Voluntary or Not for Profit Sector,0,East Ayrshire,2021/22
2022-03-31,S12000010,All Adults,All Sectors,80,East Lothian,2021/22
2022-03-31,S12000010,All Adults,Local Authority/Health Board Sectors,85,East Lothian,2021/22
2022-03-31,S12000010,All Adults,Private Sector,79,East Lothian,2021/22
2022-03-31,S12000010,All Adults,Voluntary or Not for Profit Sector,78,East Lothian,2021/22
2022-03-31,S12000011,All Adults,All Sectors,82,East Renfrewshire,2021/22
2022-03-31,S12000011,All Adults,Local Authority/Health Board Sectors,56,East Renfrewshire,2021/22
2022-03-31,S12000011,All Adults,Private Sector,82,East Renfrewshire,2021/22
2022-03-31,S12000011,All Adults,Voluntary or Not for Profit Sector,89,East Renfrewshire,2021/22
2022-03-31,S12000013,All Adults,All Sectors,90,Na h-Eileanan Siar,2021/22
2022-03-31,S12000013,All Adults,Local Authority/Health Board Sectors,90,Na h-Eileanan Siar,2021/22
2022-03-31,S12000013,All Adults,Voluntary or Not for Profit Sector,91,Na h-Eileanan Siar,2021/22
2022-03-31,S12000014,All Adults,All Sectors,83,Falkirk,2021/22
2022-03-31,S12000014,All Adults,Local Authority/Health Board Sectors,69,Falkirk,2021/22
2022-03-31,S12000014,All Adults,Private Sector,85,Falkirk,2021/22
2022-03-31,S12000014,All Adults,Voluntary or Not for Profit Sector,86,Falkirk,2021/22
2022-03-31,S12000017,All Adults,All Sectors,82,Highland,2021/22
2022-03-31,S12000017,All Adults,Local Authority/Health Board Sectors,73,Highland,2021/22
2022-03-31,S12000017,All Adults,Private Sector,84,Highland,2021/22
2022-03-31,S12000017,All Adults,Voluntary or Not for Profit Sector,85,Highland,2021/22
2022-03-31,S12000018,All Adults,All Sectors,85,Inverclyde,2021/22
2022-03-31,S12000018,All Adults,Private Sector,86,Inverclyde,2021/22
2022-03-31,S12000019,All Adults,All Sectors,91,Midlothian,2021/22
2022-03-31,S12000019,All Adults,Local Authority/Health Board Sectors,98,Midlothian,2021/22
2022-03-31,S12000019,All Adults,Private Sector,89,Midlothian,2021/22
2022-03-31,S12000019,All Adults,Voluntary or Not for Profit Sector,86,Midlothian,2021/22
2022-03-31,S12000020,All Adults,All Sectors,90,Moray,2021/22
2022-03-31,S12000020,All Adults,Local Authority/Health Board Sectors,0,Moray,2021/22
2022-03-31,S12000020,All Adults,Private Sector,91,Moray,2021/22
2022-03-31,S12000020,All Adults,Voluntary or Not for Profit Sector,84,Moray,2021/22
2022-03-31,S12000021,All Adults,All Sectors,81,North Ayrshire,2021/22
2022-03-31,S12000021,All Adults,Local Authority/Health Board Sectors,70,North Ayrshire,2021/22
2022-03-31,S12000021,All Adults,Private Sector,81,North Ayrshire,2021/22
2022-03-31,S12000021,All Adults,Voluntary or Not for Profit Sector,82,North Ayrshire,2021/22
2022-03-31,S12000023,All Adults,All Sectors,81,Orkney Islands,2021/22
2022-03-31,S12000023,All Adults,Private Sector,0,Orkney Islands,2021/22
2022-03-31,S12000026,All Adults,All Sectors,83,Scottish Borders,2021/22
2022-03-31,S12000026,All Adults,Local Authority/Health Board Sectors,73,Scottish Borders,2021/22
2022-03-31,S12000026,All Adults,Private Sector,85,Scottish Borders,2021/22
2022-03-31,S12000026,All Adults,Voluntary or Not for Profit Sector,88,Scottish Borders,2021/22
2022-03-31,S12000027,All Adults,All Sectors,72,Shetland Islands,2021/22
2022-03-31,S12000027,All Adults,Local Authority/Health Board Sectors,70,Shetland Islands,2021/22
2022-03-31,S12000027,All Adults,Private Sector,0,Shetland Islands,2021/22
2022-03-31,S12000027,All Adults,Voluntary or Not for Profit Sector,88,Shetland Islands,2021/22
2022-03-31,S12000028,All Adults,All Sectors,78,South Ayrshire,2021/22
2022-03-31,S12000028,All Adults,Local Authority/Health Board Sectors,60,South Ayrshire,2021/22
2022-03-31,S12000028,All Adults,Private Sector,78,South Ayrshire,2021/22
2022-03-31,S12000028,All Adults,Voluntary or Not for Profit Sector,82,South Ayrshire,2021/22
2022-03-31,S12000029,All Adults,All Sectors,77,South Lanarkshire,2021/22
2022-03-31,S12000029,All Adults,Local Authority/Health Board Sectors,69,South Lanarkshire,2021/22
2022-03-31,S12000029,All Adults,Private Sector,76,South Lanarkshire,2021/22
2022-03-31,S12000029,All Adults,Voluntary or Not for Profit Sector,92,South Lanarkshire,2021/22
2022-03-31,S12000030,All Adults,All Sectors,72,Stirling,2021/22
2022-03-31,S12000030,All Adults,Local Authority/Health Board Sectors,67,Stirling,2021/22
2022-03-31,S12000030,All Adults,Private Sector,68,Stirling,2021/22
2022-03-31,S12000030,All Adults,Voluntary or Not for Profit Sector,91,Stirling,2021/22
2022-03-31,S12000033,All Adults,All Sectors,88,Aberdeen City,2021/22
2022-03-31,S12000033,All Adults,Local Authority/Health Board Sectors,0,Aberdeen City,2021/22
2022-03-31,S12000033,All Adults,Private Sector,86,Aberdeen City,2021/22
2022-03-31,S12000033,All Adults,Voluntary or Not for Profit Sector,92,Aberdeen City,2021/22
2022-03-31,S12000034,All Adults,All Sectors,87,Aberdeenshire,2021/22
2022-03-31,S12000034,All Adults,Local Authority/Health Board Sectors,73,Aberdeenshire,2021/22
2022-03-31,S12000034,All Adults,Private Sector,90,Aberdeenshire,2021/22
2022-03-31,S12000034,All Adults,Voluntary or Not for Profit Sector,95,Aberdeenshire,2021/22
2022-03-31,S12000035,All Adults,All Sectors,74,Argyll and Bute,2021/22
2022-03-31,S12000035,All Adults,Local Authority/Health Board Sectors,74,Argyll and Bute,2021/22
2022-03-31,S12000035,All Adults,Private Sector,73,Argyll and Bute,2021/22
2022-03-31,S12000035,All Adults,Voluntary or Not for Profit Sector,0,Argyll and Bute,2021/22
2022-03-31,S12000036,All Adults,All Sectors,80,City of Edinburgh,2021/22
2022-03-31,S12000036,All Adults,Local Authority/Health Board Sectors,70,City of Edinburgh,2021/22
2022-03-31,S12000036,All Adults,Private Sector,80,City of Edinburgh,2021/22
2022-03-31,S12000036,All Adults,Voluntary or Not for Profit Sector,85,City of Edinburgh,2021/22
2022-03-31,S12000038,All Adults,All Sectors,75,Renfrewshire,2021/22
2022-03-31,S12000038,All Adults,Local Authority/Health Board Sectors,80,Renfrewshire,2021/22
2022-03-31,S12000038,All Adults,Private Sector,73,Renfrewshire,2021/22
2022-03-31,S12000038,All Adults,Voluntary or Not for Profit Sector,80,Renfrewshire,2021/22
2022-03-31,S12000039,All Adults,All Sectors,77,West Dunbartonshire,2021/22
2022-03-31,S12000039,All Adults,Local Authority/Health Board Sectors,82,West Dunbartonshire,2021/22
2022-03-31,S12000039,All Adults,Private Sector,75,West Dunbartonshire,2021/22
2022-03-31,S12000039,All Adults,Voluntary or Not for Profit Sector,100,West Dunbartonshire,2021/22
2022-03-31,S12000040,All Adults,All Sectors,82,West Lothian,2021/22
2022-03-31,S12000040,All Adults,Local Authority/Health Board Sectors,78,West Lothian,2021/22
2022-03-31,S12000040,All Adults,Private Sector,83,West Lothian,2021/22
2022-03-31,S12000040,All Adults,Voluntary or Not for Profit Sector,87,West Lothian,2021/22
2022-03-31,S12000041,All Adults,All Sectors,91,Angus,2021/22
2022-03-31,S12000041,All Adults,Local Authority/Health Board Sectors,80,Angus,2021/22
2022-03-31,S12000041,All Adults,Private Sector,92,Angus,2021/22
2022-03-31,S12000041,All Adults,Voluntary or Not for Profit Sector,97,Angus,2021/22
2022-03-31,S12000042,All Adults,All Sectors,84,Dundee City,2021/22
2022-03-31,S12000042,All Adults,Local Authority/Health Board Sectors,73,Dundee City,2021/22
2022-03-31,S12000042,All Adults,Private Sector,85,Dundee City,2021/22
2022-03-31,S12000042,All Adults,Voluntary or Not for Profit Sector,92,Dundee City,2021/22
2022-03-31,S12000045,All Adults,All Sectors,79,East Dunbartonshire,2021/22
2022-03-31,S12000045,All Adults,Local Authority/Health Board Sectors,91,East Dunbartonshire,2021/22
2022-03-31,S12000045,All Adults,Private Sector,79,East Dunbartonshire,2021/22
2022-03-31,S12000045,All Adults,Voluntary or Not for Profit Sector,100,East Dunbartonshire,2021/22
2022-03-31,S12000047,All Adults,All Sectors,87,Fife,2021/22
2022-03-31,S12000047,All Adults,Local Authority/Health Board Sectors,88,Fife,2021/22
2022-03-31,S12000047,All Adults,Private Sector,87,Fife,2021/22
2022-03-31,S12000047,All Adults,Voluntary or Not for Profit Sector,76,Fife,2021/22
2022-03-31,S12000048,All Adults,All Sectors,82,Perth and Kinross,2021/22
2022-03-31,S12000048,All Adults,Local Authority/Health Board Sectors,84,Perth and Kinross,2021/22
2022-03-31,S12000048,All Adults,Private Sector,80,Perth and Kinross,2021/22
2022-03-31,S12000048,All Adults,Voluntary or Not for Profit Sector,96,Perth and Kinross,2021/22
2022-03-31,S12000049,All Adults,All Sectors,84,Glasgow City,2021/22
2022-03-31,S12000049,All Adults,Local Authority/Health Board Sectors,97,Glasgow City,2021/22
2022-03-31,S12000049,All Adults,Private Sector,81,Glasgow City,2021/22
2022-03-31,S12000049,All Adults,Voluntary or Not for Profit Sector,89,Glasgow City,2021/22
2022-03-31,S12000050,All Adults,All Sectors,78,North Lanarkshire,2021/22
2022-03-31,S12000050,All Adults,Local Authority/Health Board Sectors,67,North Lanarkshire,2021/22
2022-03-31,S12000050,All Adults,Private Sector,78,North Lanarkshire,2021/22
2022-03-31,S12000050,All Adults,Voluntary or Not for Profit Sector,88,North Lanarkshire,2021/22
2022-03-31,S92000003,All Adults,All Sectors,82,Scotland,2021/22
2022-03-31,S92000003,All Adults,Local Authority/Health Board Sectors,79,Scotland,2021/22
2022-03-31,S92000003,All Adults,Private Sector,82,Scotland,2021/22
2022-03-31,S92000003,All Adults,Voluntary or Not for Profit Sector,88,Scotland,2021/22
2022-03-31,S12000005,Learning Disabilities,All Sectors,84,Clackmannanshire,2021/22
2022-03-31,S12000006,Learning Disabilities,All Sectors,100,Dumfries and Galloway,2021/22
2022-03-31,S12000008,Learning Disabilities,All Sectors,93,East Ayrshire,2021/22
2022-03-31,S12000010,Learning Disabilities,All Sectors,100,East Lothian,2021/22
2022-03-31,S12000011,Learning Disabilities,All Sectors,0,East Renfrewshire,2021/22
2022-03-31,S12000013,Learning Disabilities,All Sectors,83,Na h-Eileanan Siar,2021/22
2022-03-31,S12000014,Learning Disabilities,All Sectors,79,Falkirk,2021/22
2022-03-31,S12000017,Learning Disabilities,All Sectors,80,Highland,2021/22
2022-03-31,S12000018,Learning Disabilities,All Sectors,88,Inverclyde,2021/22
2022-03-31,S12000019,Learning Disabilities,All Sectors,94,Midlothian,2021/22
2022-03-31,S12000020,Learning Disabilities,All Sectors,83,Moray,2021/22
2022-03-31,S12000021,Learning Disabilities,All Sectors,85,North Ayrshire,2021/22
2022-03-31,S12000026,Learning Disabilities,All Sectors,88,Scottish Borders,2021/22
2022-03-31,S12000028,Learning Disabilities,All Sectors,76,South Ayrshire,2021/22
2022-03-31,S12000029,Learning Disabilities,All Sectors,93,South Lanarkshire,2021/22
2022-03-31,S12000030,Learning Disabilities,All Sectors,83,Stirling,2021/22
2022-03-31,S12000033,Learning Disabilities,All Sectors,86,Aberdeen City,2021/22
2022-03-31,S12000034,Learning Disabilities,All Sectors,94,Aberdeenshire,2021/22
2022-03-31,S12000035,Learning Disabilities,All Sectors,100,Argyll and Bute,2021/22
2022-03-31,S12000036,Learning Disabilities,All Sectors,70,City of Edinburgh,2021/22
2022-03-31,S12000038,Learning Disabilities,All Sectors,78,Renfrewshire,2021/22
2022-03-31,S12000039,Learning Disabilities,All Sectors,100,West Dunbartonshire,2021/22
2022-03-31,S12000040,Learning Disabilities,All Sectors,82,West Lothian,2021/22
2022-03-31,S12000041,Learning Disabilities,All Sectors,74,Angus,2021/22
2022-03-31,S12000042,Learning Disabilities,All Sectors,80,Dundee City,2021/22
2022-03-31,S12000045,Learning Disabilities,All Sectors,71,East Dunbartonshire,2021/22
2022-03-31,S12000047,Learning Disabilities,All Sectors,89,Fife,2021/22
2022-03-31,S12000048,Learning Disabilities,All Sectors,97,Perth and Kinross,2021/22
2022-03-31,S12000049,Learning Disabilities,All Sectors,92,Glasgow City,2021/22
2022-03-31,S12000050,Learning Disabilities,All Sectors,0,North Lanarkshire,2021/22
2022-03-31,S92000003,Learning Disabilities,All Sectors,84,Scotland,2021/22
2022-03-31,S92000003,Learning Disabilities,Local Authority/Health Board Sectors,60,Scotland,2021/22
2022-03-31,S92000003,Learning Disabilities,Private Sector,84,Scotland,2021/22
2022-03-31,S92000003,Learning Disabilities,Voluntary or Not for Profit Sector,89,Scotland,2021/22
2022-03-31,S12000005,Mental Health Problems,All Sectors,93,Clackmannanshire,2021/22
2022-03-31,S12000006,Mental Health Problems,All Sectors,92,Dumfries and Galloway,2021/22
2022-03-31,S12000008,Mental Health Problems,All Sectors,25,East Ayrshire,2021/22
2022-03-31,S12000010,Mental Health Problems,All Sectors,0,East Lothian,2021/22
2022-03-31,S12000011,Mental Health Problems,All Sectors,0,East Renfrewshire,2021/22
2022-03-31,S12000013,Mental Health Problems,All Sectors,0,Na h-Eileanan Siar,2021/22
2022-03-31,S12000014,Mental Health Problems,All Sectors,98,Falkirk,2021/22
2022-03-31,S12000017,Mental Health Problems,All Sectors,87,Highland,2021/22
2022-03-31,S12000018,Mental Health Problems,All Sectors,89,Inverclyde,2021/22
2022-03-31,S12000019,Mental Health Problems,All Sectors,0,Midlothian,2021/22
2022-03-31,S12000020,Mental Health Problems,All Sectors,0,Moray,2021/22
2022-03-31,S12000021,Mental Health Problems,All Sectors,0,North Ayrshire,2021/22
2022-03-31,S12000023,Mental Health Problems,All Sectors,0,Orkney Islands,2021/22
2022-03-31,S12000026,Mental Health Problems,All Sectors,0,Scottish Borders,2021/22
2022-03-31,S12000027,Mental Health Problems,All Sectors,0,Shetland Islands,2021/22
2022-03-31,S12000028,Mental Health Problems,All Sectors,70,South Ayrshire,2021/22
2022-03-31,S12000029,Mental Health Problems,All Sectors,92,South Lanarkshire,2021/22
2022-03-31,S12000030,Mental Health Problems,All Sectors,96,Stirling,2021/22
2022-03-31,S12000033,Mental Health Problems,All Sectors,86,Aberdeen City,2021/22
2022-03-31,S12000034,Mental Health Problems,All Sectors,100,Aberdeenshire,2021/22
2022-03-31,S12000035,Mental Health Problems,All Sectors,0,Argyll and Bute,2021/22
2022-03-31,S12000038,Mental Health Problems,All Sectors,0,Renfrewshire,2021/22
2022-03-31,S12000040,Mental Health Problems,All Sectors,0,West Lothian,2021/22
2022-03-31,S12000041,Mental Health Problems,All Sectors,0,Angus,2021/22
2022-03-31,S12000042,Mental Health Problems,All Sectors,0,Dundee City,2021/22
2022-03-31,S12000047,Mental Health Problems,All Sectors,97,Fife,2021/22
2022-03-31,S12000048,Mental Health Problems,All Sectors,0,Perth and Kinross,2021/22
2022-03-31,S12000049,Mental Health Problems,All Sectors,96,Glasgow City,2021/22
2022-03-31,S12000050,Mental Health Problems,All Sectors,99,North Lanarkshire,2021/22
2022-03-31,S92000003,Mental Health Problems,All Sectors,88,Scotland,2021/22
2022-03-31,S92000003,Mental Health Problems,Local Authority/Health Board Sectors,0,Scotland,2021/22
2022-03-31,S92000003,Mental Health Problems,Private Sector,85,Scotland,2021/22
2022-03-31,S92000003,Mental Health Problems,Voluntary or Not for Profit Sector,93,Scotland,2021/22
2022-03-31,S12000005,Older People Aged 65 and Older,All Sectors,83,Clackmannanshire,2021/22
2022-03-31,S12000005,Older People Aged 65 and Older,Local Authority/Health Board Sectors,81,Clackmannanshire,2021/22
2022-03-31,S12000005,Older People Aged 65 and Older,Private Sector,84,Clackmannanshire,2021/22
2022-03-31,S12000005,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,Clackmannanshire,2021/22
2022-03-31,S12000006,Older People Aged 65 and Older,All Sectors,82,Dumfries and Galloway,2021/22
2022-03-31,S12000006,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,Dumfries and Galloway,2021/22
2022-03-31,S12000006,Older People Aged 65 and Older,Private Sector,82,Dumfries and Galloway,2021/22
2022-03-31,S12000006,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,Dumfries and Galloway,2021/22
2022-03-31,S12000008,Older People Aged 65 and Older,All Sectors,85,East Ayrshire,2021/22
2022-03-31,S12000008,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,East Ayrshire,2021/22
2022-03-31,S12000010,Older People Aged 65 and Older,All Sectors,79,East Lothian,2021/22
2022-03-31,S12000010,Older People Aged 65 and Older,Local Authority/Health Board Sectors,85,East Lothian,2021/22
2022-03-31,S12000010,Older People Aged 65 and Older,Private Sector,78,East Lothian,2021/22
2022-03-31,S12000010,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,68,East Lothian,2021/22
2022-03-31,S12000011,Older People Aged 65 and Older,All Sectors,82,East Renfrewshire,2021/22
2022-03-31,S12000011,Older People Aged 65 and Older,Local Authority/Health Board Sectors,56,East Renfrewshire,2021/22
2022-03-31,S12000011,Older People Aged 65 and Older,Private Sector,82,East Renfrewshire,2021/22
2022-03-31,S12000011,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,89,East Renfrewshire,2021/22
2022-03-31,S12000013,Older People Aged 65 and Older,All Sectors,91,Na h-Eileanan Siar,2021/22
2022-03-31,S12000013,Older People Aged 65 and Older,Local Authority/Health Board Sectors,91,Na h-Eileanan Siar,2021/22
2022-03-31,S12000013,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,91,Na h-Eileanan Siar,2021/22
2022-03-31,S12000014,Older People Aged 65 and Older,All Sectors,83,Falkirk,2021/22
