date,council_area_2019,main_client_group,sector,number_of_places,council_area,financial_year
2020-03-31,S12000013,Other Groups,All Sectors,NA,Na h-Eileanan Siar,2019/20
2020-03-31,S12000014,Other Groups,All Sectors,NA,Falkirk,2019/20
2020-03-31,S12000017,Other Groups,All Sectors,NA,Highland,2019/20
2020-03-31,S12000018,Other Groups,All Sectors,NA,Inverclyde,2019/20
2020-03-31,S12000019,Other Groups,All Sectors,NA,Midlothian,2019/20
2020-03-31,S12000020,Other Groups,All Sectors,NA,Moray,2019/20
2020-03-31,S12000021,Other Groups,All Sectors,NA,North Ayrshire,2019/20
2020-03-31,S12000023,Other Groups,All Sectors,NA,Orkney Islands,2019/20
2020-03-31,S12000026,Other Groups,All Sectors,NA,Scottish Borders,2019/20
2020-03-31,S12000027,Other Groups,All Sectors,NA,Shetland Islands,2019/20
2020-03-31,S12000028,Other Groups,All Sectors,NA,South Ayrshire,2019/20
2020-03-31,S12000029,Other Groups,All Sectors,NA,South Lanarkshire,2019/20
2020-03-31,S12000030,Other Groups,All Sectors,NA,Stirling,2019/20
2020-03-31,S12000033,Other Groups,All Sectors,NA,Aberdeen City,2019/20
2020-03-31,S12000034,Other Groups,All Sectors,NA,Aberdeenshire,2019/20
2020-03-31,S12000035,Other Groups,All Sectors,NA,Argyll and Bute,2019/20
2020-03-31,S12000036,Other Groups,All Sectors,NA,City of Edinburgh,2019/20
2020-03-31,S12000038,Other Groups,All Sectors,NA,Renfrewshire,2019/20
2020-03-31,S12000039,Other Groups,All Sectors,NA,West Dunbartonshire,2019/20
2020-03-31,S12000040,Other Groups,All Sectors,NA,West Lothian,2019/20
2020-03-31,S12000041,Other Groups,All Sectors,NA,Angus,2019/20
2020-03-31,S12000042,Other Groups,All Sectors,NA,Dundee City,2019/20
2020-03-31,S12000045,Other Groups,All Sectors,NA,East Dunbartonshire,2019/20
2020-03-31,S12000047,Other Groups,All Sectors,NA,Fife,2019/20
2020-03-31,S12000048,Other Groups,All Sectors,NA,Perth and Kinross,2019/20
2020-03-31,S12000049,Other Groups,All Sectors,NA,Glasgow City,2019/20
2020-03-31,S12000050,Other Groups,All Sectors,NA,North Lanarkshire,2019/20
2020-03-31,S92000003,Other Groups,All Sectors,NA,Scotland,2019/20
2020-03-31,S92000003,Other Groups,Local Authority/Health Board Sectors,NA,Scotland,2019/20
2020-03-31,S92000003,Other Groups,Private Sector,NA,Scotland,2019/20
2020-03-31,S92000003,Other Groups,Voluntary or Not for Profit Sector,NA,Scotland,2019/20
2020-03-31,S12000005,Physical and Sensory Impairment,All Sectors,NA,Clackmannanshire,2019/20
2020-03-31,S12000006,Physical and Sensory Impairment,All Sectors,NA,Dumfries and Galloway,2019/20
2020-03-31,S12000008,Physical and Sensory Impairment,All Sectors,NA,East Ayrshire,2019/20
2020-03-31,S12000010,Physical and Sensory Impairment,All Sectors,NA,East Lothian,2019/20
2020-03-31,S12000011,Physical and Sensory Impairment,All Sectors,NA,East Renfrewshire,2019/20
2020-03-31,S12000013,Physical and Sensory Impairment,All Sectors,NA,Na h-Eileanan Siar,2019/20
2020-03-31,S12000014,Physical and Sensory Impairment,All Sectors,NA,Falkirk,2019/20
2020-03-31,S12000017,Physical and Sensory Impairment,All Sectors,NA,Highland,2019/20
2020-03-31,S12000018,Physical and Sensory Impairment,All Sectors,NA,Inverclyde,2019/20
2020-03-31,S12000019,Physical and Sensory Impairment,All Sectors,NA,Midlothian,2019/20
2020-03-31,S12000020,Physical and Sensory Impairment,All Sectors,NA,Moray,2019/20
2020-03-31,S12000021,Physical and Sensory Impairment,All Sectors,NA,North Ayrshire,2019/20
2020-03-31,S12000023,Physical and Sensory Impairment,All Sectors,NA,Orkney Islands,2019/20
2020-03-31,S12000026,Physical and Sensory Impairment,All Sectors,NA,Scottish Borders,2019/20
2020-03-31,S12000027,Physical and Sensory Impairment,All Sectors,NA,Shetland Islands,2019/20
2020-03-31,S12000028,Physical and Sensory Impairment,All Sectors,NA,South Ayrshire,2019/20
2020-03-31,S12000029,Physical and Sensory Impairment,All Sectors,NA,South Lanarkshire,2019/20
2020-03-31,S12000030,Physical and Sensory Impairment,All Sectors,NA,Stirling,2019/20
2020-03-31,S12000033,Physical and Sensory Impairment,All Sectors,NA,Aberdeen City,2019/20
2020-03-31,S12000034,Physical and Sensory Impairment,All Sectors,NA,Aberdeenshire,2019/20
2020-03-31,S12000035,Physical and Sensory Impairment,All Sectors,NA,Argyll and Bute,2019/20
2020-03-31,S12000036,Physical and Sensory Impairment,All Sectors,NA,City of Edinburgh,2019/20
2020-03-31,S12000038,Physical and Sensory Impairment,All Sectors,NA,Renfrewshire,2019/20
2020-03-31,S12000039,Physical and Sensory Impairment,All Sectors,NA,West Dunbartonshire,2019/20
2020-03-31,S12000040,Physical and Sensory Impairment,All Sectors,NA,West Lothian,2019/20
2020-03-31,S12000041,Physical and Sensory Impairment,All Sectors,NA,Angus,2019/20
2020-03-31,S12000042,Physical and Sensory Impairment,All Sectors,NA,Dundee City,2019/20
2020-03-31,S12000045,Physical and Sensory Impairment,All Sectors,NA,East Dunbartonshire,2019/20
2020-03-31,S12000047,Physical and Sensory Impairment,All Sectors,NA,Fife,2019/20
2020-03-31,S12000048,Physical and Sensory Impairment,All Sectors,NA,Perth and Kinross,2019/20
2020-03-31,S12000049,Physical and Sensory Impairment,All Sectors,NA,Glasgow City,2019/20
2020-03-31,S12000050,Physical and Sensory Impairment,All Sectors,NA,North Lanarkshire,2019/20
2020-03-31,S92000003,Physical and Sensory Impairment,All Sectors,NA,Scotland,2019/20
2020-03-31,S92000003,Physical and Sensory Impairment,Local Authority/Health Board Sectors,NA,Scotland,2019/20
2020-03-31,S92000003,Physical and Sensory Impairment,Private Sector,NA,Scotland,2019/20
2020-03-31,S92000003,Physical and Sensory Impairment,Voluntary or Not for Profit Sector,NA,Scotland,2019/20
2021-03-31,S12000005,All Adults,All Sectors,386,Clackmannanshire,2020/21
2021-03-31,S12000005,All Adults,Local Authority/Health Board Sectors,52,Clackmannanshire,2020/21
2021-03-31,S12000005,All Adults,Private Sector,280,Clackmannanshire,2020/21
2021-03-31,S12000005,All Adults,Voluntary or Not for Profit Sector,54,Clackmannanshire,2020/21
2021-03-31,S12000006,All Adults,All Sectors,1155,Dumfries and Galloway,2020/21
2021-03-31,S12000006,All Adults,Local Authority/Health Board Sectors,3,Dumfries and Galloway,2020/21
2021-03-31,S12000006,All Adults,Private Sector,890,Dumfries and Galloway,2020/21
2021-03-31,S12000006,All Adults,Voluntary or Not for Profit Sector,262,Dumfries and Galloway,2020/21
2021-03-31,S12000008,All Adults,All Sectors,954,East Ayrshire,2020/21
2021-03-31,S12000008,All Adults,Local Authority/Health Board Sectors,2,East Ayrshire,2020/21
2021-03-31,S12000008,All Adults,Private Sector,952,East Ayrshire,2020/21
2021-03-31,S12000008,All Adults,Voluntary or Not for Profit Sector,0,East Ayrshire,2020/21
2021-03-31,S12000010,All Adults,All Sectors,749,East Lothian,2020/21
2021-03-31,S12000010,All Adults,Local Authority/Health Board Sectors,121,East Lothian,2020/21
2021-03-31,S12000010,All Adults,Private Sector,573,East Lothian,2020/21
2021-03-31,S12000010,All Adults,Voluntary or Not for Profit Sector,55,East Lothian,2020/21
2021-03-31,S12000011,All Adults,All Sectors,769,East Renfrewshire,2020/21
2021-03-31,S12000011,All Adults,Local Authority/Health Board Sectors,34,East Renfrewshire,2020/21
2021-03-31,S12000011,All Adults,Private Sector,621,East Renfrewshire,2020/21
2021-03-31,S12000011,All Adults,Voluntary or Not for Profit Sector,114,East Renfrewshire,2020/21
2021-03-31,S12000013,All Adults,All Sectors,226,Na h-Eileanan Siar,2020/21
2021-03-31,S12000013,All Adults,Local Authority/Health Board Sectors,139,Na h-Eileanan Siar,2020/21
2021-03-31,S12000013,All Adults,Private Sector,40,Na h-Eileanan Siar,2020/21
2021-03-31,S12000013,All Adults,Voluntary or Not for Profit Sector,47,Na h-Eileanan Siar,2020/21
2021-03-31,S12000014,All Adults,All Sectors,1121,Falkirk,2020/21
2021-03-31,S12000014,All Adults,Local Authority/Health Board Sectors,151,Falkirk,2020/21
2021-03-31,S12000014,All Adults,Private Sector,913,Falkirk,2020/21
2021-03-31,S12000014,All Adults,Voluntary or Not for Profit Sector,57,Falkirk,2020/21
2021-03-31,S12000017,All Adults,All Sectors,2081,Highland,2020/21
2021-03-31,S12000017,All Adults,Local Authority/Health Board Sectors,244,Highland,2020/21
2021-03-31,S12000017,All Adults,Private Sector,1559,Highland,2020/21
2021-03-31,S12000017,All Adults,Voluntary or Not for Profit Sector,278,Highland,2020/21
2021-03-31,S12000018,All Adults,All Sectors,748,Inverclyde,2020/21
2021-03-31,S12000018,All Adults,Local Authority/Health Board Sectors,4,Inverclyde,2020/21
2021-03-31,S12000018,All Adults,Private Sector,540,Inverclyde,2020/21
2021-03-31,S12000018,All Adults,Voluntary or Not for Profit Sector,204,Inverclyde,2020/21
2021-03-31,S12000019,All Adults,All Sectors,541,Midlothian,2020/21
2021-03-31,S12000019,All Adults,Local Authority/Health Board Sectors,101,Midlothian,2020/21
2021-03-31,S12000019,All Adults,Private Sector,382,Midlothian,2020/21
2021-03-31,S12000019,All Adults,Voluntary or Not for Profit Sector,58,Midlothian,2020/21
2021-03-31,S12000020,All Adults,All Sectors,596,Moray,2020/21
2021-03-31,S12000020,All Adults,Local Authority/Health Board Sectors,2,Moray,2020/21
2021-03-31,S12000020,All Adults,Private Sector,531,Moray,2020/21
2021-03-31,S12000020,All Adults,Voluntary or Not for Profit Sector,63,Moray,2020/21
2021-03-31,S12000021,All Adults,All Sectors,1031,North Ayrshire,2020/21
2021-03-31,S12000021,All Adults,Local Authority/Health Board Sectors,50,North Ayrshire,2020/21
2021-03-31,S12000021,All Adults,Private Sector,885,North Ayrshire,2020/21
2021-03-31,S12000021,All Adults,Voluntary or Not for Profit Sector,96,North Ayrshire,2020/21
2021-03-31,S12000023,All Adults,All Sectors,117,Orkney Islands,2020/21
2021-03-31,S12000023,All Adults,Local Authority/Health Board Sectors,113,Orkney Islands,2020/21
2021-03-31,S12000023,All Adults,Private Sector,0,Orkney Islands,2020/21
2021-03-31,S12000023,All Adults,Voluntary or Not for Profit Sector,4,Orkney Islands,2020/21
2021-03-31,S12000026,All Adults,All Sectors,797,Scottish Borders,2020/21
2021-03-31,S12000026,All Adults,Local Authority/Health Board Sectors,168,Scottish Borders,2020/21
2021-03-31,S12000026,All Adults,Private Sector,578,Scottish Borders,2020/21
2021-03-31,S12000026,All Adults,Voluntary or Not for Profit Sector,51,Scottish Borders,2020/21
2021-03-31,S12000027,All Adults,All Sectors,158,Shetland Islands,2020/21
2021-03-31,S12000027,All Adults,Local Authority/Health Board Sectors,142,Shetland Islands,2020/21
2021-03-31,S12000027,All Adults,Private Sector,0,Shetland Islands,2020/21
2021-03-31,S12000027,All Adults,Voluntary or Not for Profit Sector,16,Shetland Islands,2020/21
2021-03-31,S12000028,All Adults,All Sectors,1214,South Ayrshire,2020/21
2021-03-31,S12000028,All Adults,Local Authority/Health Board Sectors,58,South Ayrshire,2020/21
2021-03-31,S12000028,All Adults,Private Sector,1001,South Ayrshire,2020/21
2021-03-31,S12000028,All Adults,Voluntary or Not for Profit Sector,155,South Ayrshire,2020/21
2021-03-31,S12000029,All Adults,All Sectors,2736,South Lanarkshire,2020/21
2021-03-31,S12000029,All Adults,Local Authority/Health Board Sectors,213,South Lanarkshire,2020/21
2021-03-31,S12000029,All Adults,Private Sector,2233,South Lanarkshire,2020/21
2021-03-31,S12000029,All Adults,Voluntary or Not for Profit Sector,290,South Lanarkshire,2020/21
2021-03-31,S12000030,All Adults,All Sectors,744,Stirling,2020/21
2021-03-31,S12000030,All Adults,Local Authority/Health Board Sectors,96,Stirling,2020/21
2021-03-31,S12000030,All Adults,Private Sector,525,Stirling,2020/21
2021-03-31,S12000030,All Adults,Voluntary or Not for Profit Sector,123,Stirling,2020/21
2021-03-31,S12000033,All Adults,All Sectors,1650,Aberdeen City,2020/21
2021-03-31,S12000033,All Adults,Local Authority/Health Board Sectors,0,Aberdeen City,2020/21
2021-03-31,S12000033,All Adults,Private Sector,1217,Aberdeen City,2020/21
2021-03-31,S12000033,All Adults,Voluntary or Not for Profit Sector,433,Aberdeen City,2020/21
2021-03-31,S12000034,All Adults,All Sectors,1847,Aberdeenshire,2020/21
2021-03-31,S12000034,All Adults,Local Authority/Health Board Sectors,327,Aberdeenshire,2020/21
2021-03-31,S12000034,All Adults,Private Sector,1285,Aberdeenshire,2020/21
2021-03-31,S12000034,All Adults,Voluntary or Not for Profit Sector,235,Aberdeenshire,2020/21
2021-03-31,S12000035,All Adults,All Sectors,509,Argyll and Bute,2020/21
2021-03-31,S12000035,All Adults,Local Authority/Health Board Sectors,89,Argyll and Bute,2020/21
2021-03-31,S12000035,All Adults,Private Sector,420,Argyll and Bute,2020/21
2021-03-31,S12000035,All Adults,Voluntary or Not for Profit Sector,0,Argyll and Bute,2020/21
2021-03-31,S12000036,All Adults,All Sectors,3229,City of Edinburgh,2020/21
2021-03-31,S12000036,All Adults,Local Authority/Health Board Sectors,426,City of Edinburgh,2020/21
2021-03-31,S12000036,All Adults,Private Sector,2264,City of Edinburgh,2020/21
2021-03-31,S12000036,All Adults,Voluntary or Not for Profit Sector,539,City of Edinburgh,2020/21
2021-03-31,S12000038,All Adults,All Sectors,1488,Renfrewshire,2020/21
2021-03-31,S12000038,All Adults,Local Authority/Health Board Sectors,178,Renfrewshire,2020/21
2021-03-31,S12000038,All Adults,Private Sector,1031,Renfrewshire,2020/21
2021-03-31,S12000038,All Adults,Voluntary or Not for Profit Sector,279,Renfrewshire,2020/21
2021-03-31,S12000039,All Adults,All Sectors,703,West Dunbartonshire,2020/21
2021-03-31,S12000039,All Adults,Local Authority/Health Board Sectors,168,West Dunbartonshire,2020/21
2021-03-31,S12000039,All Adults,Private Sector,529,West Dunbartonshire,2020/21
2021-03-31,S12000039,All Adults,Voluntary or Not for Profit Sector,6,West Dunbartonshire,2020/21
2021-03-31,S12000040,All Adults,All Sectors,950,West Lothian,2020/21
2021-03-31,S12000040,All Adults,Local Authority/Health Board Sectors,157,West Lothian,2020/21
2021-03-31,S12000040,All Adults,Private Sector,733,West Lothian,2020/21
2021-03-31,S12000040,All Adults,Voluntary or Not for Profit Sector,60,West Lothian,2020/21
2021-03-31,S12000041,All Adults,All Sectors,1106,Angus,2020/21
2021-03-31,S12000041,All Adults,Local Authority/Health Board Sectors,95,Angus,2020/21
2021-03-31,S12000041,All Adults,Private Sector,982,Angus,2020/21
2021-03-31,S12000041,All Adults,Voluntary or Not for Profit Sector,29,Angus,2020/21
2021-03-31,S12000042,All Adults,All Sectors,1076,Dundee City,2020/21
2021-03-31,S12000042,All Adults,Local Authority/Health Board Sectors,101,Dundee City,2020/21
2021-03-31,S12000042,All Adults,Private Sector,922,Dundee City,2020/21
2021-03-31,S12000042,All Adults,Voluntary or Not for Profit Sector,53,Dundee City,2020/21
2021-03-31,S12000045,All Adults,All Sectors,888,East Dunbartonshire,2020/21
2021-03-31,S12000045,All Adults,Local Authority/Health Board Sectors,11,East Dunbartonshire,2020/21
2021-03-31,S12000045,All Adults,Private Sector,867,East Dunbartonshire,2020/21
2021-03-31,S12000045,All Adults,Voluntary or Not for Profit Sector,10,East Dunbartonshire,2020/21
2021-03-31,S12000047,All Adults,All Sectors,3088,Fife,2020/21
2021-03-31,S12000047,All Adults,Local Authority/Health Board Sectors,348,Fife,2020/21
2021-03-31,S12000047,All Adults,Private Sector,2651,Fife,2020/21
2021-03-31,S12000047,All Adults,Voluntary or Not for Profit Sector,89,Fife,2020/21
2021-03-31,S12000048,All Adults,All Sectors,1484,Perth and Kinross,2020/21
2021-03-31,S12000048,All Adults,Local Authority/Health Board Sectors,55,Perth and Kinross,2020/21
2021-03-31,S12000048,All Adults,Private Sector,1183,Perth and Kinross,2020/21
2021-03-31,S12000048,All Adults,Voluntary or Not for Profit Sector,246,Perth and Kinross,2020/21
2021-03-31,S12000049,All Adults,All Sectors,4629,Glasgow City,2020/21
2021-03-31,S12000049,All Adults,Local Authority/Health Board Sectors,550,Glasgow City,2020/21
2021-03-31,S12000049,All Adults,Private Sector,3369,Glasgow City,2020/21
2021-03-31,S12000049,All Adults,Voluntary or Not for Profit Sector,710,Glasgow City,2020/21
2021-03-31,S12000050,All Adults,All Sectors,1839,North Lanarkshire,2020/21
2021-03-31,S12000050,All Adults,Local Authority/Health Board Sectors,21,North Lanarkshire,2020/21
2021-03-31,S12000050,All Adults,Private Sector,1778,North Lanarkshire,2020/21
2021-03-31,S12000050,All Adults,Voluntary or Not for Profit Sector,40,North Lanarkshire,2020/21
2021-03-31,S92000003,All Adults,All Sectors,40609,Scotland,2020/21
2021-03-31,S92000003,All Adults,Local Authority/Health Board Sectors,4219,Scotland,2020/21
2021-03-31,S92000003,All Adults,Private Sector,31734,Scotland,2020/21
2021-03-31,S92000003,All Adults,Voluntary or Not for Profit Sector,4656,Scotland,2020/21
2021-03-31,S12000005,Learning Disabilities,All Sectors,40,Clackmannanshire,2020/21
2021-03-31,S12000006,Learning Disabilities,All Sectors,26,Dumfries and Galloway,2020/21
2021-03-31,S12000008,Learning Disabilities,All Sectors,40,East Ayrshire,2020/21
2021-03-31,S12000010,Learning Disabilities,All Sectors,7,East Lothian,2020/21
2021-03-31,S12000011,Learning Disabilities,All Sectors,0,East Renfrewshire,2020/21
2021-03-31,S12000013,Learning Disabilities,All Sectors,12,Na h-Eileanan Siar,2020/21
2021-03-31,S12000014,Learning Disabilities,All Sectors,118,Falkirk,2020/21
2021-03-31,S12000017,Learning Disabilities,All Sectors,101,Highland,2020/21
2021-03-31,S12000018,Learning Disabilities,All Sectors,34,Inverclyde,2020/21
2021-03-31,S12000019,Learning Disabilities,All Sectors,18,Midlothian,2020/21
2021-03-31,S12000020,Learning Disabilities,All Sectors,12,Moray,2020/21
2021-03-31,S12000021,Learning Disabilities,All Sectors,56,North Ayrshire,2020/21
2021-03-31,S12000023,Learning Disabilities,All Sectors,8,Orkney Islands,2020/21
2021-03-31,S12000026,Learning Disabilities,All Sectors,51,Scottish Borders,2020/21
2021-03-31,S12000027,Learning Disabilities,All Sectors,9,Shetland Islands,2020/21
2021-03-31,S12000028,Learning Disabilities,All Sectors,87,South Ayrshire,2020/21
2021-03-31,S12000029,Learning Disabilities,All Sectors,92,South Lanarkshire,2020/21
2021-03-31,S12000030,Learning Disabilities,All Sectors,97,Stirling,2020/21
2021-03-31,S12000033,Learning Disabilities,All Sectors,103,Aberdeen City,2020/21
2021-03-31,S12000034,Learning Disabilities,All Sectors,120,Aberdeenshire,2020/21
2021-03-31,S12000035,Learning Disabilities,All Sectors,6,Argyll and Bute,2020/21
